# material: nickel 
# phonon heat capacity (DFT calculation spin resolved) 
# temperature [K], heat capacity [J/(m^3K)] 
1390.65 3.771338e+06
1393.99 3.771403e+06
1397.33 3.771468e+06
1400.67 3.771532e+06
1404.01 3.771596e+06
1407.35 3.771659e+06
1410.68 3.771722e+06
1414.02 3.771784e+06
1417.36 3.771846e+06
1420.70 3.771907e+06
1424.04 3.771968e+06
1427.38 3.772029e+06
1430.72 3.772089e+06
1434.06 3.772149e+06
1437.40 3.772208e+06
1440.73 3.772267e+06
1444.07 3.772326e+06
1447.41 3.772384e+06
1450.75 3.772441e+06
1454.09 3.772499e+06
1457.43 3.772556e+06
1460.77 3.772612e+06
1464.11 3.772668e+06
1467.45 3.772724e+06
1470.78 3.772779e+06
1474.12 3.772834e+06
1477.46 3.772889e+06
1480.80 3.772943e+06
1484.14 3.772997e+06
1487.48 3.773051e+06
1490.82 3.773104e+06
1494.16 3.773157e+06
1497.50 3.773209e+06
1500.83 3.773262e+06
1504.17 3.773313e+06
1507.51 3.773365e+06
1510.85 3.773416e+06
1514.19 3.773467e+06
1517.53 3.773517e+06
1520.87 3.773567e+06
1524.21 3.773617e+06
1527.55 3.773666e+06
1530.88 3.773716e+06
1534.22 3.773764e+06
1537.56 3.773813e+06
1540.90 3.773861e+06
1544.24 3.773909e+06
1547.58 3.773957e+06
1550.92 3.774004e+06
1554.26 3.774051e+06
1557.60 3.774097e+06
1560.93 3.774144e+06
1564.27 3.774190e+06
1567.61 3.774236e+06
1570.95 3.774281e+06
1574.29 3.774326e+06
1577.63 3.774371e+06
1580.97 3.774416e+06
1584.31 3.774460e+06
1587.65 3.774504e+06
1590.98 3.774548e+06
1594.32 3.774591e+06
1597.66 3.774635e+06
1601.00 3.774678e+06
1604.34 3.774720e+06
1607.68 3.774763e+06
1611.02 3.774805e+06
1614.36 3.774847e+06
1617.70 3.774889e+06
1621.04 3.774930e+06
1624.37 3.774971e+06
1627.71 3.775012e+06
1631.05 3.775053e+06
1634.39 3.775093e+06
1637.73 3.775133e+06
1641.07 3.775173e+06
1644.41 3.775213e+06
1647.75 3.775252e+06
1651.09 3.775291e+06
1654.42 3.775330e+06
1657.76 3.775369e+06
1661.10 3.775407e+06
1664.44 3.775446e+06
1667.78 3.775484e+06
1671.12 3.775521e+06
1674.46 3.775559e+06
1677.80 3.775596e+06
1681.14 3.775634e+06
1684.47 3.775670e+06
1687.81 3.775707e+06
1691.15 3.775744e+06
1694.49 3.775780e+06
1697.83 3.775816e+06
1701.17 3.775852e+06
1704.51 3.775887e+06
1707.85 3.775923e+06
1711.19 3.775958e+06
1714.52 3.775993e+06
1717.86 3.776028e+06
1721.20 3.776062e+06
1724.54 3.776097e+06
1727.88 3.776131e+06
1731.22 3.776165e+06
1734.56 3.776199e+06
1737.90 3.776232e+06
1741.24 3.776266e+06
1744.57 3.776299e+06
1747.91 3.776332e+06
1751.25 3.776365e+06
1754.59 3.776397e+06
1757.93 3.776430e+06
1761.27 3.776462e+06
1764.61 3.776494e+06
1767.95 3.776526e+06
1771.29 3.776558e+06
1774.62 3.776590e+06
1777.96 3.776621e+06
1781.30 3.776652e+06
1784.64 3.776683e+06
1787.98 3.776714e+06
1791.32 3.776745e+06
1794.66 3.776775e+06
1798.00 3.776806e+06
1801.34 3.776836e+06
1804.67 3.776866e+06
1808.01 3.776896e+06
1811.35 3.776925e+06
1814.69 3.776955e+06
1818.03 3.776984e+06
1821.37 3.777013e+06
1824.71 3.777042e+06
1828.05 3.777071e+06
1831.39 3.777100e+06
1834.72 3.777129e+06
1838.06 3.777157e+06
1841.40 3.777185e+06
1844.74 3.777213e+06
1848.08 3.777241e+06
1851.42 3.777269e+06
1854.76 3.777297e+06
1858.10 3.777324e+06
1861.44 3.777352e+06
1864.77 3.777379e+06
1868.11 3.777406e+06
1871.45 3.777433e+06
1874.79 3.777460e+06
1878.13 3.777486e+06
1881.47 3.777513e+06
1884.81 3.777539e+06
1888.15 3.777565e+06
1891.49 3.777591e+06
1894.82 3.777617e+06
1898.16 3.777643e+06
1901.50 3.777669e+06
1904.84 3.777694e+06
1908.18 3.777720e+06
1911.52 3.777745e+06
1914.86 3.777770e+06
1918.20 3.777795e+06
1921.54 3.777820e+06
1924.87 3.777845e+06
1928.21 3.777869e+06
1931.55 3.777894e+06
1934.89 3.777918e+06
1938.23 3.777942e+06
1941.57 3.777966e+06
1944.91 3.777990e+06
1948.25 3.778014e+06
1951.59 3.778038e+06
1954.92 3.778062e+06
1958.26 3.778085e+06
1961.60 3.778109e+06
1964.94 3.778132e+06
