# material: nickel 
# electron-phonon coupling parameter G_ep (DFT calculation not spin resolved) 
# temperature [K], g_ep [W/(m^3K)] 
1849.75 2.395869e+18
1853.09 2.395502e+18
1856.43 2.395144e+18
1859.77 2.394795e+18
1863.11 2.394454e+18
1866.44 2.394123e+18
1869.78 2.393800e+18
1873.12 2.393486e+18
1876.46 2.393182e+18
1879.80 2.392886e+18
1883.14 2.392599e+18
1886.48 2.392321e+18
1889.82 2.392052e+18
1893.16 2.391792e+18
1896.49 2.391541e+18
1899.83 2.391298e+18
1903.17 2.391065e+18
1906.51 2.390840e+18
1909.85 2.390625e+18
1913.19 2.390418e+18
1916.53 2.390220e+18
1919.87 2.390031e+18
1923.21 2.389851e+18
1926.54 2.389680e+18
1929.88 2.389518e+18
1933.22 2.389364e+18
1936.56 2.389220e+18
1939.90 2.389084e+18
1943.24 2.388958e+18
1946.58 2.388840e+18
1949.92 2.388731e+18
1953.26 2.388631e+18
1956.59 2.388540e+18
1959.93 2.388458e+18
1963.27 2.388385e+18
1966.61 2.388320e+18
1969.95 2.388265e+18
1973.29 2.388218e+18
1976.63 2.388181e+18
1979.97 2.388152e+18
1983.31 2.388132e+18
1986.64 2.388121e+18
1989.98 2.388119e+18
1993.32 2.388126e+18
1996.66 2.388142e+18
2000.00 2.388167e+18
