# material: nickel 
# electron-phonon coupling parameter G_ep, sum of majority and minority contributions (DFT calculation spin resolved) 
# temperature [K], g_ep [W/(m^3K)] 
1392.32 2.025218e+18
1395.66 2.025098e+18
1399.00 2.024974e+18
1402.34 2.024845e+18
1405.68 2.024713e+18
1409.02 2.024576e+18
1412.35 2.024435e+18
1415.69 2.024290e+18
1419.03 2.024141e+18
1422.37 2.023988e+18
1425.71 2.023832e+18
1429.05 2.023671e+18
1432.39 2.023506e+18
1435.73 2.023338e+18
1439.07 2.023166e+18
1442.40 2.022990e+18
1445.74 2.022810e+18
1449.08 2.022627e+18
1452.42 2.022440e+18
1455.76 2.022249e+18
1459.10 2.022055e+18
1462.44 2.021857e+18
1465.78 2.021656e+18
1469.12 2.021451e+18
1472.45 2.021243e+18
1475.79 2.021031e+18
1479.13 2.020816e+18
1482.47 2.020598e+18
1485.81 2.020376e+18
1489.15 2.020151e+18
1492.49 2.019923e+18
1495.83 2.019691e+18
1499.17 2.019457e+18
1502.50 2.019219e+18
1505.84 2.018978e+18
1509.18 2.018733e+18
1512.52 2.018486e+18
1515.86 2.018236e+18
1519.20 2.017983e+18
1522.54 2.017726e+18
1525.88 2.017467e+18
1529.22 2.017205e+18
1532.55 2.016940e+18
1535.89 2.016672e+18
1539.23 2.016401e+18
1542.57 2.016127e+18
1545.91 2.015851e+18
1549.25 2.015571e+18
1552.59 2.015289e+18
1555.93 2.015005e+18
1559.27 2.014717e+18
1562.60 2.014427e+18
1565.94 2.014135e+18
1569.28 2.013839e+18
1572.62 2.013542e+18
1575.96 2.013241e+18
1579.30 2.012938e+18
1582.64 2.012633e+18
1585.98 2.012325e+18
1589.32 2.012015e+18
1592.65 2.011702e+18
1595.99 2.011366e+18
1599.33 2.011026e+18
1602.67 2.010684e+18
1606.01 2.010340e+18
1609.35 2.009993e+18
1612.69 2.009644e+18
1616.03 2.009294e+18
1619.37 2.008941e+18
1622.70 2.008586e+18
1626.04 2.008229e+18
1629.38 2.007870e+18
1632.72 2.007510e+18
1636.06 2.007147e+18
1639.40 2.006782e+18
1642.74 2.006415e+18
1646.08 2.006047e+18
1649.42 2.005677e+18
1652.75 2.005304e+18
1656.09 2.004930e+18
1659.43 2.004554e+18
1662.77 2.004177e+18
1666.11 2.003797e+18
1669.45 2.003416e+18
1672.79 2.003033e+18
1676.13 2.002649e+18
1679.47 2.002262e+18
1682.80 2.001875e+18
1686.14 2.001485e+18
1689.48 2.001094e+18
1692.82 2.000701e+18
1696.16 2.000307e+18
1699.50 1.999911e+18
1702.84 1.999514e+18
1706.18 1.999115e+18
1709.52 1.998715e+18
1712.85 1.998313e+18
1716.19 1.997909e+18
1719.53 1.997505e+18
1722.87 1.997099e+18
1726.21 1.996691e+18
1729.55 1.996282e+18
1732.89 1.995872e+18
1736.23 1.995461e+18
1739.57 1.995048e+18
1742.90 1.994634e+18
1746.24 1.994218e+18
1749.58 1.993801e+18
1752.92 1.993383e+18
1756.26 1.992964e+18
1759.60 1.992544e+18
1762.94 1.992122e+18
1766.28 1.991700e+18
1769.62 1.991276e+18
1772.95 1.990851e+18
1776.29 1.990425e+18
1779.63 1.989997e+18
1782.97 1.989569e+18
1786.31 1.989140e+18
1789.65 1.988709e+18
1792.99 1.988278e+18
1796.33 1.987845e+18
1799.67 1.987412e+18
1803.01 1.986977e+18
1806.34 1.986542e+18
1809.68 1.986105e+18
1813.02 1.985668e+18
1816.36 1.985230e+18
1819.70 1.984790e+18
1823.04 1.984350e+18
1826.38 1.983909e+18
1829.72 1.983468e+18
1833.06 1.983025e+18
1836.39 1.982581e+18
1839.73 1.982137e+18
1843.07 1.981692e+18
1846.41 1.981246e+18
1849.75 1.980799e+18
1853.09 1.980352e+18
1856.43 1.979904e+18
1859.77 1.979455e+18
1863.11 1.979005e+18
1866.44 1.978555e+18
1869.78 1.978104e+18
1873.12 1.977652e+18
